address,id,balance
bitcoinaddress_2CBCCEFF99A7A3A34E230B9BA6F1020E6DE87144,575784384,71504800000000
bitcoinaddress_F555BE93514D2203B5D77A3D5F10846D9FE73377,446492807,66480000000000
bitcoinaddress_1F52D9803387E47F203848F93CE58A50F66CFD3D,532557180,59459140000000
bitcoinaddress_7BBDC4B9F0ECA8EDC7D7A61E33ECEC638E781EB4,720499372,58052500000000
bitcoinpubkey_410476B6FB873F5CB9C0E98A9C9EE32B6E07C50F87E91DD21FE23F4CB231B805CFEDE2F1398A2122E61F11F02D4CDCF90BE5471A0C608027B2B88E66577E97D724DC,491010696,57900000000000
bitcoinaddress_7FFFD033D4170EB14C51376A2A29F85D05EE9298,493190174,56500000000000
bitcoinaddress_0481C0C1C24280D9FF8F25F0829B0F0A871197F8,165767990,55000000000000
bitcoinaddress_C517238080F50A3A4871D0DB5A6A95687B4FE427,607803141,50640000000000
bitcoinaddress_9AF6109E85DE902FC2661129D0624CF53749D4D1,643188722,50350000000000
bitcoinaddress_84BABE1474E05AE973EF8DA7BBC9DD347393C5AE,573705764,50002156000000
bitcoinaddress_3AAD88031C4023A0E802A3731FF12AD77A383FC8,252994492,47998655000000
bitcoinaddress_21132934AA46EBB6DA0AA91D476A8AAAE81A02CE,801267282,47967500000000
bitcoinaddress_E0707A33566F3FBE3B95C4C6873A423963C1855C,778281280,44244035000000
bitcoinaddress_3F6EECCC1B9366129786843F95F6732B91127F22,252352311,43462500000000
bitcoinaddress_392F75033A49765422964CE4650CD426B8C42688,586934007,42621275000000
bitcoinaddress_F5E8397256E6E4FD89055160B54E29708DA466E1,226107340,42284900000000
bitcoinpubkey_4104F1AAFB0C48482F0D32A89C5495DFA8C4E00138627DF621091A7CCAFDD597F5C6A859E364703E9B1D0F90D4594131FC5E287AC56081B11C9479FF40BBD57914AB,102191427,42060458000000
bitcoinaddress_1C1EEDEA83094FB0B33C8BBFF7614C7805D894BD,284776868,39920000000000
bitcoinaddress_94805FB42295CF836540F1599C45B351707D403F,240947111,39255000000000
bitcoinaddress_7EC1003336542CAE8BDED8909CDD6B5E48BA0AB6,729717999,39000000000000
bitcoinaddress_72BEDE5E1BE9DF1C8D300ADEBC17B06D6C260716,401831727,38984480000000
bitcoinaddress_2E94F5D9BB888B0957371941A34D20321C2EB510,714221511,38810100000000
bitcoinaddress_9234B79C1D38C0FD42D02670ED885FF8ED806B28,737848891,38023120000000
bitcoinaddress_8BEA1ACE33D564887E9EBE9A45C6CF17DC33E7B1,726568923,33562391000000
bitcoinaddress_36E0249A0D25DD5537A9B833CFE8FA1A0AE8E2D3,189097976,32820000000000
bitcoinaddress_BA96051DB6877D4F8EDA2F3324E863CCF46244D8,722823629,31433394000000
bitcoinaddress_7E1276332317EC871CF66FF4DEE47C305DB97F4B,723021758,31205000000000
bitcoinaddress_7B25A349D229337C96C46DEC5FBA14553B33D105,211248241,31200000000000
bitcoinaddress_D9264554605DCCB455DBE98282EB27E52AB76FAD,591009870,30390000000000
bitcoinaddress_737AF3EB9A9ECCD705D993D7623EBA604E49E950,621216236,28189615000000
bitcoinaddress_61E4B0EE6AC747BF774636B02C784B6D5408614C,414819673,28146863000000
bitcoinaddress_4FAC8884673A45BA4B18753B8960B6AB9C10A515,657653771,28060800000000
bitcoinaddress_B36B20DB275A0B7375267342CE3BD45F6E863C66,447797522,26562365000000
bitcoinaddress_899C3E2FFCC1DB30E90187B8BC35DAFFF8E690C2,701817091,26430462000000
bitcoinaddress_07ECB77B78BC77AA11E167D38FF76348A4152CFE,354281362,26331120000000
bitcoinaddress_0366041C1C1E5DFE19BBFDEF94FE25A9340AB245,77462737,25871502000000
bitcoinaddress_F2091D713732738799FBE63D88F459CB779CBED7,79136407,25550000000000
bitcoinaddress_9E43BEDFDB13CE7AC3E66186CAC4E5336B12435D,710160180,25363440000000
bitcoinaddress_82A2D26D85082F7A4A5E74FBEDEF244579F8F244,848767830,24821125000000
bitcoinaddress_B4DB1BAF60A5D41F34B4B53A34D3C66704066F3C,465893968,22665000000000
bitcoinaddress_0E15309B21D1E5769104588D4E72DDA7834728E3,672677996,22540000000000
bitcoinaddress_EC0DB961B99F7F5D535DE8912A8D30686149978A,135219582,21491800000000
bitcoinaddress_F2D0E17D561929CD11824722C2C2196D4F15D7BA,17506346,21441669000000
bitcoinaddress_4F329CC589EC7ED618374D1E26F21BD6921DAFA2,57736953,21160000000000
bitcoinaddress_E970AF6F92D70FE738C1B68F0C6C8D190B53A9F4,336508949,20804408000000
bitcoinaddress_B56C40A3DBC4F8A8EEF67EEB27E23CEC5CA40DA8,292606594,20736700000000
bitcoinaddress_2991298734CECCC26A9D45D663B2DFAEE66BF51C,341857422,20731278000000
bitcoinaddress_2F1B35A485EC5D801A3C6499B8C5EC931E34CF98,518955595,20224000000000
bitcoinaddress_C8F986779D8287C434141860055397539957F261,48683173,20035000000000
bitcoinaddress_0EE8CE664F9DFCCF52EEFCF53FDE4943365E1BD0,59576858,19968576000000
bitcoinaddress_CC83AADBF0411E5AAE0671ECCE065303654E849C,261602336,19530000000000
bitcoinpubkey_410441B1694B619C459B2B2B605462D37F3F0917E8710BBC12A041529DABC7272098E5C72D6AD8B60738AF07AF95AC12BC1C2EC0DF7D157719AB1933EE4D79D26107,96010783,18791654000000
bitcoinaddress_E065A14D69D398CCE134FE42405D349D631E211A,54500806,18512736000000
bitcoinaddress_21E787B191ADF64700D861989A3D07E6E8E381FE,180015131,18076694000000
bitcoinaddress_A8D71451316361FBED46B887173BA13C9A15D6AB,720167280,18000000000000
bitcoinaddress_FE8091807FF7AFA7968F36018C26142906FCB13F,790247450,17980000000000
bitcoinaddress_3BAF6292C5425A6BB7578F1FCE73C5BFEF20E535,500013007,17934600000000
bitcoinaddress_F83AFC146DC56B19C7C70376D559364E097BF085,346202672,17900000000000
bitcoinaddress_B144EFD23170F30338AC0019B123EF6457B722E8,444305330,17829292000000
