id,address,pagerank
14271890,bitcoinaddress_37A84A509232BA6FB04025EFF75DC7CE7B98278D,998.7508768918366
243431020,bitcoinaddress_B816975EE9EC33DDD511B1D245DB897E2E4E401E,993.1183187788083
215675497,bitcoinaddress_E1E62CCCDF52C20DA0958A68F1D90A381792D669,991.4750311930833
836249611,bitcoinaddress_B63DA1D5425F46C563CCDEB4B68B3D1DD0A7EC7D,931.1817614024638
347476491,bitcoinaddress_CA776DE8132B41EA850CD0CD9696F16E521A49CD,918.5655779019243
531848700,bitcoinaddress_FEAE5802C5215C78E5B77138A624C5EB15FDDD17,852.0004732064883
72461946,bitcoinaddress_A04146871C04F712FCC0E44B27F7AA5951620DE0,846.9924426949013
183224355,bitcoinaddress_8B2650C98CCE3BE4CF78E1047674F7B91B577049,842.3167565126131
843384625,bitcoinaddress_98763A0981E90698C49C04C63DC48A04B4410CA0,813.8736829451793
289385807,bitcoinaddress_C848DF5576A40BD50C4BB263ACE51E1FC50CDA29,764.7820740080795
15218142,bitcoinaddress_07B48FB827158183CF79ED7DD20BF5A992B83C7D,736.1590243463846
25517950,bitcoinaddress_75C27B0C59D0418D37E4D0E8D447B4E0B5853551,731.2513288742934
81049746,bitcoinaddress_A8EEF7C2DA2E46055B0953BFEC0FBFD06424E666,724.5084501321778
14648816,bitcoinaddress_66A731E9FEB460A3A48B5C56BB635B3A409DBD56,712.1794649181797
629374709,bitcoinaddress_17F72A812A4D9448A3513ED8D09B5FD66A9952F2,686.599863262516
373211233,bitcoinaddress_B790DA1D2823F601FD3EBEF8207518C2CDFABDF9,684.3843645614877
519645288,bitcoinaddress_568E7B80955DFEACDE9EB8FA37A0FBC36C4A2525,658.1898701286179
235601933,bitcoinaddress_D47C1C9AFC2A18319E7B78762DC8814727473E90,650.4028536715899
734455931,bitcoinaddress_6A469FF8B29803F75B20A4C811674CE27522A110,6237.037513586903
691270271,bitcoinaddress_E9695FB76237C37D92FEF32DABA0009C796AA9A8,616.395411286615
593027611,bitcoinaddress_4D9B102FFAD8CAAEFEB97C4B9673EA8D8FFF927A,605.9380952966287
701604804,bitcoinaddress_68DD4F11D1F14AB0451AC6BD8B830B3EB4089647,5949.239053739107
206511162,bitcoinaddress_B39CE0DDC23406A359889922EBB58D837015254F,536.8659577535001
760338052,bitcoinaddress_314F9045678D32FD426AA0332BC1869D459A8673,5094.886012676693
1055105,bitcoinaddress_91CDE1A498461E3A156E0493B0D3440AE23657DA,501.18694615656847
872096313,bitcoinaddress_24C2CA9BF94FAC01FDC802CDE0F1F24056DC7989,422.29971116356216
610943746,bitcoinaddress_B039CEC486A796A89C940343A25BE5D735BBB2F4,396.13722495103997
557991657,bitcoinaddress_E349BC52C931A910D9876C559383AAEACADAB850,3834.919359470892
191785117,bitcoinaddress_6370D01B58FA33EBF5C02F0BD270796DE3594392,373.8818210294672
38778701,bitcoinaddress_E9951FD054C0F84D318014FB725DC91BC4D3DB6B,351.09447577155765
124852557,bitcoinaddress_99828A5A544375CD4B76B11A54FB00B6C0E56D91,346.6771643137544
664217084,bitcoinaddress_4FFBA87EAB9603E39043D012BCF947DC26FD215A,325.8392350150754
861531718,bitcoinaddress_ADF5A7C1FE0849E335104CC0E697851685CA7E4E,3157.064315536076
